Price,Title,Fuel,Mileage,Year
47000,Chery Tiggo 3,Essence,75000.0,2018
85000,Audi Q3,Essence,77000.0,2017
66000,Renault Kadjar Intens,Essence,150000.0,2018
155000,Volkswagen Golf 8 R-Line,Essence,40000.0,2021
205000,Mercedes-Benz Classe C AMG,Hybride,35000.0,2020
80000,Volkswagen Golf 7 Join,Essence,120000.0,2019
99000,BMW Série 4 Gran Coupé Luxury,Essence,100000.0,2018
161000,Hyundai Tucson,Essence,24000.0,2023
87000,Hyundai Tucson,Essence,120000.0,2020
92000,BMW Série 1 Pack sport,Essence,70000.0,2020
45000,Fiat Panda City Cross,Essence,20000.0,2022
125000,BMW Série 4 Gran Coupé 418 PACK M,Essence,110000.0,2017
77000,Mercedes-Benz Classe E AMG,Essence,135000.0,2011
215000,Mercedes-Benz Classe C AMG,Essence,80000.0,2022
65000,Dongfeng SX3,Essence,30000.0,2021
128000,Volkswagen Golf 8 United,Essence,16000.0,2021
172000,Mercedes-Benz Classe A AMG,Essence,15000.0,2022
148000,Mercedes-Benz Classe C AMG,Diesel,80000.0,2019
62000,MG GS Luxe,Essence,115000.0,2017
122800,Mitsubishi ASX 4WD,Essence,55000.0,2021
126000,Land Rover Discovery,Diesel,130000.0,2017
185000,Audi A5 Sportback,Essence,70000.0,2021
45000,BMW Série 7 Individuel,Essence,300000.0,2008
245000,Land Rover Range Rover Sport,Diesel,160000.0,2014
110000,BMW Série 4 Coupé,Essence,78000.0,2017
61000,MG GS Luxe Plus,Essence,100000.0,2017
40000,Peugeot RCZ,Essence,171000.0,2011
118000,Land Rover Discovery Sport,Diesel,94000.0,2016
87000,Volkswagen Amarok AWD,Diesel,180000.0,2016
55000,BMW Série 7 740I FACE-LIFT,Essence,220000.0,2008
69000,Ford Ecosport Titanium,Essence,67000.0,2022
120000,Toyota Corolla Cross Hybride High,Hybride,36000.0,2022
58000,MG ZS Confort Plus,Essence,141000.0,2019
85000,KIA Sportage,Essence,150000.0,2019
74000,BMW Série 3 coupé Kit M///,Essence,152000.0,2012
71000,Mercedes-Benz Classe C AMG,Essence,200000.0,2011
75000,Audi A5 Coupé,Essence,109000.0,2014
58500,KIA Rio 5p SX,Essence,35000.0,2020
36500,BMW Série 1 Business Line,Essence,251000.0,2012
78000,Volkswagen Golf 7 Sound,Essence,125000.0,2018
170000,Mercedes-Benz CLA AMG,Hybride,25000.0,2021
135000,Mercedes-Benz Classe A AMG,Hybride,35000.0,2020
50000,Peugeot 308,Essence,102000.0,2020
67000,Ford Ecosport Titanium,Essence,44000.0,2022
62000,Fiat 500 Cult Club,Essence,3000.0,2023
115000,Mercedes-Benz Classe A AMG,Essence,60000.0,2021
110000,Volkswagen Tiguan R-Line,Essence,160000.0,2019
40000,Volkswagen Scirocco,Essence,200000.0,2010
115000,Audi A5 Sportback,Essence,80000.0,2019
100000,Hyundai Tucson,Diesel,81000.0,2018
125000,Land Rover Discovery,Essence,110000.0,2016
110000,Mercedes-Benz Classe A,Essence,90000.0,2021
178000,Hyundai Tucson Hybride Top Grade,Diesel,16000.0,2023
51000,Peugeot 508,Essence,145000.0,2018
145000,Mercedes-Benz Classe C coupé AMG,Essence,120000.0,2019
230000,Land Rover Range Rover Sport,Diesel,90000.0,2017
220000,Porsche Cayenne,Essence,158000.0,2015
67000,BMW Série 3,Essence,210000.0,2015
108000,Mercedes-Benz Classe A,Essence,50000.0,2020
66000,Mercedes-Benz Classe C,Essence,180000.0,2013
83000,Renault Kadjar,Essence,98000.0,2021
85000,Land Rover Range Rover Sport,Diesel,208000.0,2007
200000,Audi Q3,Hybride,40000.0,2023
95000,KIA Sorento,Diesel,120000.0,2016
118000,KIA Sportage,Diesel,140000.0,2018
53000,KIA Rio 5p SX PLUS,Essence,99000.0,2020
47100,Wallyscar 719,Essence,86573.0,2023
61000,Renault Megane Sedan,Essence,46000.0,2019
78000,Ford Ecosport,Essence,19000.0,2022
58000,Mercedes-Benz ML,Diesel,250000.0,2007
36000,Ford Focus Trend Sport,Essence,180000.0,2014
65000,Toyota Prado Adventure,Diesel,330000.0,1999
27500,Peugeot 207 Access Plus,Diesel,290000.0,2011
145000,Mercedes-Benz CLA,Diesel,60000.0,2021
63500,Hyundai ix35 Toit Panoramique,Diesel,160000.0,2016
41300,Volkswagen Polo Sedan Trendline,Essence,170000.0,2020
68500,Mercedes-Benz Classe A AMG,Essence,180000.0,2014
420000,Mercedes-Benz GLC Coupé AMG,Essence,0.0,2024
105000,Mercedes-Benz Classe C,Essence,200000.0,2014
65000,Ssangyong Tivoli Confort Plus,Essence,4700.0,2018
63000,Mini 3 portes John Cooper Works,Essence,100000.0,2017
168000,Toyota Hilux Double Cabine D4D,Diesel,140000.0,2020
255000,Land Rover Range Rover Evoque HSE,Hybride,60000.0,2022
132000,Mercedes-Benz Classe A Berline AMG,Essence,100000.0,2020
385000,Land Rover Range Rover Sport Autobiography,Hybride,60000.0,2021
220000,Mercedes-Benz CLA AMG,Essence,0.0,2024
480000,Porsche Cayenne Coupé GTS,Hybride,70000.0,2020
450000,Mercedes-Benz GLE Coupé,Hybride,30000.0,2022
260000,Mercedes-Benz Classe E AMG,Hybride,70000.0,2020
270000,Mercedes-Benz GLC Coupé AMG,Hybride,80000.0,2021
145000,BMW Série 4 Gran Coupé KIT-M-individual,Essence,120000.0,2016
115000,Mercedes-Benz CLA,Diesel,130000.0,2017
145000,Audi A3 Sportback 1.5,Hybride,900.0,2023
190000,Tesla Model 3 Modèle 3 Highland 2024,Electrique,15000.0,2023
197000,Mercedes-Benz GLC AMG,Hybride,130000.0,2018
168000,Mercedes-Benz Classe E,Diesel,158000.0,2020
56000,Nissan Qashqai,Diesel,147000.0,2016
145000,Hyundai Tucson,Essence,37000.0,2022
95000,Audi Q2 Design,Essence,77000.0,2019
62000,KIA Rio 5p,Essence,51000.0,2021
85000,Toyota C-HR,Essence,71000.0,2021
78000,KIA Sportage Black Edition,Essence,117000.0,2018
26000,Mahindra KUV 100 K6+,Essence,90000.0,2021
75000,Toyota C-HR,Essence,165000.0,2020
28000,Ford Fiesta Trend,Essence,161000.0,2013
150000,BMW Série 4 Coupé M,Essence,85000.0,2019
60000,Renault Megane Sedan,Essence,70000.0,2021
104000,Mazda CX-9 High grade,Essence,155000.0,2019
29500,Ford Fiesta Titanium,Essence,223000.0,2013
26000,Peugeot Partner,Diesel,320000.0,2009
37900,Suzuki Celerio,Essence,45000.0,2022
144900,Mercedes-Benz CLA AMG,Essence,100000.0,2020
90000,MG HS Trophy,Essence,111000.0,2022
41500,Seat Ibiza,Essence,83000.0,2019
48000,Ssangyong Tivoli,Essence,235000.0,2018
32500,Mahindra KUV 100 K6+,Essence,59000.0,2022
18000,Hyundai H-1,Essence,999999.0,2006
29500,Nissan Micra,Essence,130000.0,2017
28600,BMW Serie 1,Essence,240000.0,2007
25800,Fiat Doblo,Diesel,160000.0,2020
78000,Mercedes-Benz Classe C,Essence,207600.0,2014
39500,Kia Cerato,Essence,14400.0,2015
55500,Kia Rio,Essence,90000.0,2021
44500,Volkswagen Polo,Essence,140000.0,2021
30500,Renault Clio,Essence,116000.0,2012
950,Citroen C5,Essence,250.0,2024
17500,Peugeot 207,Essence,229999.0,2012
20000,Citroen Nemo,Diesel,420000.0,2014
13500,Peugeot 306,Essence,202000.0,2000
34000,Citroen C3,Essence,97000.0,2018
29000,SsangYong Actyon,Diesel,424000.0,2015
9000,Opel Corsa,Essence,312.0,N.C
1111,Volkswagen Golf 5,Essence,170000.0,2007
66500,Peugeot 3008,Essence,100000.0,2019
78000,Peugeot Partner,Diesel,70000.0,2020
41500,Skoda Fabia,Essence,130000.0,2021
105000,BMW Serie 4,Essence,150000.0,2019
152000,BMW X4,Essence,62000.0,2016
53000,Fiat Tipo,Essence,113000.0,2020
48500,Renault Megane,Essence,150000.0,2020
79000,Ford Focus,Essence,60000.0,2020
82000,Nissan Juke,Essence,27000.0,2023
44000,Peugeot 2008,Essence,117000.0,2018
33800,Nissan Micra,Essence,74300.0,2020
67000,Mercedes-Benz Classe E,Essence,197000.0,2010
55000,Audi A6,Essence,166920.0,2016
41000,Hyundai i10,Essence,65000.0,2023
96000,Kia Sportage,Essence,45000.0,N.C
1111,Jeep Compass,Essence,64000.0,2020
1111,BMW Serie 4,Essence,150000.0,2019
1111,Land Rover Range Rover Sport,Hybride,42000.0,2020
38500,Fiat Panda,Essence,130000.0,2022
42000,Ford Focus,Essence,120000.0,2016
75000,Kia Sportage,Essence,160000.0,2017
45500,Fiat 500C,Essence,71000.0,2017
61500,Citroen DS5,Essence,110000.0,2017
42000,Citroen C3,Essence,98270.0,2018
117000,Kia Sportage,N.C,54000.0,2020
58000,Volkswagen Passat,Essence,140000.0,2016
54000,Peugeot 2008,Essence,90000.0,2019
22800,Chery QQ,Essence,104000.0,2019
45500,Peugeot 208,Essence,78000.0,2021
78000,Audi A3,Essence,98000.0,2020
13500,Opel Corsa,Essence,266000.0,2000
70000,SEAT Leon,Essence,61847.0,2019
35500,Citroen C3,Essence,58000.0,2021
46500,Kia Picanto,Essence,28000.0,2021
90000,MG ZS,Essence,13.0,2024
47000,Nissan Navara,Diesel,315000.0,2012
30000,Peugeot 508,Essence,268000.0,2012
40500,Renault Clio,Essence,110000.0,2016
19500,Renault Megane,Diesel,350000.0,2007
48500,Kia Rio,Essence,170000.0,2021
42500,Renault Clio,Essence,80000.0,2021
8500,Renault Clio,Essence,300000.0,1993
400,Renault Clio,Essence,,2023
36500,Citroen C-Elysee,Essence,70000.0,2020
52000,Volkswagen Polo,Essence,,2022
120000,Mazda BT-50,Essence,190000.0,2015
26000,Nissan Micra,Essence,160000.0,2013
61500,Kia Rio,Essence,48000.0,2024
12800,Opel Corsa,Essence,350000.0,2000
46000,Mazda CX-9,Essence,286000.0,2010
41000,Renault Clio,Essence,91300.0,2020
61000,SsangYong Tivoli,Essence,74000.0,2020
77500,Mercedes-Benz Classe CLA,Essence,170000.0,2014
67500,BMW X5,Diesel,280000.0,2008
40900,Toyota Aygo,Essence,90000.0,2021
9000,Peugeot 205,Essence,111000.0,1993
27500,Peugeot 207,Diesel,290000.0,2011
1000,Renault R4,Essence,57000.0,1980
10000,Renault Clio,Essence,123000.0,2005
190000,Hyundai Santa Fe,Diesel,48000.0,2020
19000,Peugeot 206,Essence,,2001
32000,Fiat Fiorino,Diesel,112000.0,2019
173000,Mercedes-Benz Classe C,Essence,9000.0,2021
27000,Chevrolet Spark,Essence,121000.0,2015
35000,Peugeot 308,Essence,168000.0,2015
37000,SEAT Ibiza,Essence,205000.0,2020
51500,Hyundai i20,Essence,72000.0,2022
19700,Citroen C3,Essence,195540.0,2007
85000,Toyota C-HR,Essence,711000.0,2021
25000,Volkswagen Polo,Essence,47000.0,2006
33000,Hyundai i10,Essence,88000.0,2018
38500,Citroen Berlingo,Diesel,76470.0,2015
220000,Mercedes-Benz Classe A,Essence,10000.0,2002
64000,Volkswagen Caddy,Diesel,124000.0,2020
33000,Peugeot Partner,Diesel,282000.0,2016
65000,BMW X5,Essence,154000.0,2009
30000,Peugeot 208,Essence,113000.0,2017
56000,Volkswagen Passat,Diesel,300000.0,2013
75000,Toyota C-HR,Essence,165000.0,2020
60000,Renault Megane,Essence,60000.0,2021
25000,Mercedes-Benz Classe A,Essence,100000.0,2002
8000,Peugeot 206,Diesel,,2003
22000,Peugeot 301,Essence,106000.0,2014
24500,Peugeot 301,Essence,170000.0,2015
42500,Suzuki Swift,Essence,49500.0,2019
42300,Kia Picanto,Essence,74000.0,2020
40000,Kia Picanto,Essence,77000.0,2021
26500,Fiat Grande Punto,Essence,194500.0,2014
32000,Peugeot 308,Essence,180000.0,2015
43000,Renault Clio,Essence,105000.0,2020
24800,Renault Clio,Essence,200000.0,2010
42500,Volkswagen Polo,Essence,92500.0,2021
28000,Volkswagen Passat,Diesel,,2000
15500,Chevrolet Aveo,Essence,258000.0,2005
15500,Renault Symbol,Essence,390000.0,2010
175000,Volkswagen Golf 7,Essence,75000.0,2020
33500,BMW Serie 3,Essence,248000.0,2007
38000,Hyundai Accent,Essence,141000.0,2016
